coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
230734,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-02T12:38:15Z,heleonar,
230736,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-02T17:54:21Z,heleonar,
230738,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T15:00:08Z,heleonar,
230740,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-19T13:57:20Z,heleonar,
230741,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T17:16:18Z,heleonar,
230743,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T21:26:10Z,heleonar,
230746,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T16:14:42Z,heleonar,
230748,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-19T22:17:18Z,heleonar,
230752,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-30T16:29:53Z,heleonar,
230753,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-30T16:23:31Z,heleonar,
230754,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T12:01:04Z,heleonar,
230755,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-08-30T16:40:34Z,heleonar,
230756,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T16:49:51Z,heleonar,
230773,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-30T17:09:26Z,heleonar,
230776,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-20T10:31:17Z,heleonar,
230780,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T23:44:26Z,heleonar,"Fruit presence requires physical examination."
230820,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2021-07-08T12:02:29Z,heleonar,
230821,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T15:22:12Z,heleonar,
230823,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-14T16:00:32Z,heleonar,
230824,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T16:36:56Z,heleonar,
230825,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T16:29:17Z,heleonar,
230826,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T20:25:13Z,heleonar,
230827,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T15:27:29Z,heleonar,"Senesced flowers and fruit require physical examination."
230828,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-14T18:25:05Z,heleonar,
230854,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-30T19:36:08Z,heleonar,
230874,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-20T00:03:00Z,heleonar,
230876,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T12:35:47Z,heleonar,
230877,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T12:32:53Z,heleonar,
230878,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-11T15:15:57Z,heleonar,
230879,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T12:53:43Z,heleonar,
230880,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:32:32Z,heleonar,
230881,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-22T13:50:36Z,heleonar,
230882,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:15:31Z,heleonar,
230883,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-22T14:53:24Z,heleonar,
230884,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T13:42:53Z,heleonar,
230887,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-10T13:37:27Z,heleonar,"No fruit visible, no access to specimen currently."
230891,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-02-13T08:45:06Z,kdpearso,
230911,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-21T00:20:20Z,heleonar,
230912,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-20T23:57:09Z,heleonar,
230997,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-10T17:24:35Z,frankie98,
230998,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T01:57:20Z,frankie98,"further evaluation needed"
231010,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-02-20T14:24:26Z,heleonar,
231036,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-15T23:17:42Z,frankie98,
231039,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-17T21:58:25Z,frankie98,
231040,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-17T22:25:21Z,frankie98,
231041,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-19T00:40:41Z,frankie98,
231054,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-17T13:55:19Z,heleonar,
231058,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2021-02-01T23:30:33Z,17Marquezsr,
231059,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-17T15:37:34Z,heleonar,
231060,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-26T01:26:21Z,frankie98,
231061,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-26T01:28:01Z,frankie98,
231062,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-25T16:57:15Z,heleonar,"Unopen flowers require physical examination."
231068,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-13T16:52:30Z,frankie98,
231071,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-21T00:35:49Z,frankie98,
231079,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-30T18:31:28Z,heleonar,
231091,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2021-02-09T19:43:28Z,emmasusman,
231098,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T13:33:41Z,heleonar,
231099,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:17:29Z,heleonar,"Fruit presence requires physical examination."
231100,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:19:27Z,heleonar,"Fruit presence requires physical examination."
231102,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-26T14:42:58Z,heleonar,
231103,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-29T12:42:28Z,heleonar,
231107,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-30T14:49:12Z,heleonar,
231108,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-03T00:59:51Z,heleonar,
231110,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-06T20:44:55Z,heleonar,
231114,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T15:03:44Z,heleonar,
231115,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T15:02:27Z,heleonar,
231126,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-27T19:06:39Z,heleonar,"Unopen flowers and fruit require physical examination."
231127,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-05T15:20:08Z,heleonar,"Fruit presence requires physical examination."
231128,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-05T15:17:45Z,heleonar,"Fruit presence requires physical examination."
231129,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-05T16:09:44Z,heleonar,"Unopened and Senesced flowers require physical examination."
231130,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-07-05T16:07:22Z,heleonar,"Unopened flowers require physical examination."
231131,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-07-05T19:02:49Z,heleonar,
231132,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T18:03:08Z,heleonar,"Fruit presence requires physical examination."
231133,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T18:11:59Z,heleonar,"Fruit presence requires physical examination."
231134,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T18:10:27Z,heleonar,
231135,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T18:14:21Z,heleonar,"Fruit presence requires physical examination."
231136,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T17:46:15Z,heleonar,"Fruit presence requires physical examination."
231137,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-07-19T23:42:19Z,heleonar,
231138,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-07-26T14:36:01Z,heleonar,"Fruit presence requires physical examination."
231140,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-03T19:51:45Z,heleonar,
231141,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-03T19:54:13Z,heleonar,
231142,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T19:28:14Z,heleonar,
231143,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T19:40:05Z,heleonar,
231148,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-30T12:21:36Z,heleonar,
231149,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-30T12:23:56Z,heleonar,
231150,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-08-30T12:26:36Z,heleonar,
231157,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-22T19:14:02Z,heleonar,
231158,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-22T19:15:26Z,heleonar,
231160,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-24T01:43:12Z,heleonar,
231161,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-24T16:31:36Z,heleonar,
231162,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-24T16:28:59Z,heleonar,
231163,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-24T16:30:24Z,heleonar,
231164,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-27T16:52:13Z,heleonar,
231165,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-27T16:54:07Z,heleonar,
231170,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-08-03T18:57:37Z,heleonar,
231171,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T14:55:57Z,heleonar,
231172,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-02T18:28:01Z,heleonar,
231174,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-14T16:35:30Z,heleonar,
231177,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-18T10:26:58Z,heleonar,"Fruit presence requires physical examination."
231178,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T20:38:49Z,heleonar,"Senesced flowers require physical examination."
231180,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-19T23:01:29Z,heleonar,
231181,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-19T22:58:54Z,heleonar,
231182,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-19T22:21:33Z,heleonar,
231183,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-20T23:51:56Z,heleonar,
231210,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-08-20T17:15:47Z,heleonar,
231212,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-09-30T17:22:05Z,heleonar,
231293,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-30T19:04:52Z,heleonar,
231294,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-30T19:06:48Z,heleonar,
231422,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-11T00:32:41Z,frankie98,
231423,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-19T00:02:05Z,frankie98,
231424,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-19T00:06:09Z,frankie98,
231425,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-19T00:10:52Z,frankie98,
231426,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-19T23:37:10Z,frankie98,
231427,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-19T23:38:26Z,frankie98,
231428,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-20T00:21:46Z,frankie98,
231429,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-20T00:18:18Z,frankie98,
231432,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-17T14:18:38Z,heleonar,"Pods present but no observed fruit inside."
231433,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-26T01:20:22Z,frankie98,
231435,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-26T01:21:43Z,frankie98,
231436,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-23T17:12:06Z,heleonar,
231437,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-23T17:17:17Z,heleonar,
231438,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-23T17:22:45Z,heleonar,
231442,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-21T00:30:47Z,frankie98,
231443,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-21T00:33:07Z,frankie98,"further evaluation required."
231454,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-21T00:28:16Z,frankie98,"further evaluation required."
231455,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-21T00:23:42Z,frankie98,
231468,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2021-02-09T19:41:44Z,emmasusman,
231469,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-10T14:30:32Z,heleonar,
231484,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T13:11:34Z,heleonar,
231485,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T13:13:14Z,heleonar,
231486,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T13:14:18Z,heleonar,
231487,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-12T13:15:20Z,heleonar,
231488,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:01:34Z,heleonar,
231489,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:04:34Z,heleonar,"Senesced flowers require physical examination."
231490,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:06:48Z,heleonar,
231491,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-23T14:08:39Z,heleonar,
231492,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-27T15:27:52Z,heleonar,
231493,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-27T15:29:26Z,heleonar,
231494,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-29T12:37:09Z,heleonar,
231495,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-02T23:40:22Z,heleonar,
231496,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-31T01:49:52Z,heleonar,
231497,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-30T15:08:03Z,heleonar,
231498,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-03T00:52:53Z,heleonar,
231499,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-03T00:54:35Z,heleonar,
231500,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-03T00:56:31Z,heleonar,
231501,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-03T00:58:24Z,heleonar,
231502,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-16T12:13:28Z,heleonar,
231503,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-16T12:12:02Z,heleonar,
231519,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-04T23:30:19Z,heleonar,
231520,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-04T22:05:17Z,heleonar,
231521,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-04T22:06:40Z,heleonar,
231522,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-04T22:08:10Z,heleonar,
231523,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-04T22:09:32Z,heleonar,
231526,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-05T20:01:13Z,heleonar,
231527,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-05T20:04:01Z,heleonar,
231528,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-05T20:06:38Z,heleonar,
231530,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-26T13:22:27Z,heleonar,
231531,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-26T13:23:49Z,heleonar,
231532,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-07-19T23:37:50Z,heleonar,"Fruit presence requires physical examination."
231533,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-26T13:17:39Z,heleonar,
231534,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-26T13:20:50Z,heleonar,
231535,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-19T23:39:58Z,heleonar,
231537,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-19T19:27:36Z,heleonar,
231539,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T14:27:43Z,heleonar,
231540,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-03T19:29:20Z,heleonar,
231541,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-03T19:27:10Z,heleonar,
231542,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-03T19:25:02Z,heleonar,
231546,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T10:19:11Z,heleonar,
231547,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T10:17:00Z,heleonar,
231548,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T10:15:21Z,heleonar,
231549,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T10:13:31Z,heleonar,"Fruit presence requires physical examination."
231550,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-09T10:21:07Z,heleonar,"Senesced flowers and fruit require physical examination."
231551,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-04T23:28:28Z,heleonar,
231552,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-04T23:26:43Z,heleonar,
231553,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-04T23:24:53Z,heleonar,
231554,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-04T23:22:54Z,heleonar,
231555,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-03T19:18:24Z,heleonar,
231557,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-26T21:19:08Z,heleonar,
231558,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-26T21:20:19Z,heleonar,
231569,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-07-26T15:56:52Z,heleonar,
231570,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-08-02T19:10:13Z,heleonar,
231572,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T17:12:11Z,heleonar,
231574,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T17:23:15Z,heleonar,
231575,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T17:24:50Z,heleonar,
231576,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T17:25:56Z,heleonar,
231577,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T21:43:25Z,heleonar,
231578,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-18T10:01:19Z,heleonar,
231580,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-18T10:08:57Z,heleonar,
231581,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-18T10:12:23Z,heleonar,
231582,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-18T10:14:27Z,heleonar,
231583,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-18T10:16:05Z,heleonar,
231584,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-18T10:18:46Z,heleonar,
231585,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-06-16T16:21:55Z,heleonar,
231586,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T16:25:45Z,heleonar,
231592,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T11:54:02Z,heleonar,"Fruit presence requires physical examination."
231593,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T11:52:35Z,heleonar,
231648,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-19T22:47:38Z,heleonar,
231649,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-19T22:02:33Z,heleonar,
231650,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-30T13:05:23Z,heleonar,
231655,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-30T19:00:39Z,heleonar,
231660,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-13T15:34:45Z,heleonar,
231669,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-27T14:40:21Z,heleonar,
231672,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-25T16:32:53Z,heleonar,
231675,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-16T21:03:26Z,heleonar,
231676,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-15T14:15:59Z,heleonar,
231698,"Open Flower",,"absent	",http://purl.obolibrary.org/obo/PPO_0002626,,2020-09-30T17:18:22Z,heleonar,
231699,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-09-30T17:57:07Z,heleonar,
231700,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-30T16:01:06Z,heleonar,"Fruit presence requires physical examination."
231701,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T11:16:02Z,heleonar,"Fruit presence requires physical examination."
231703,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T20:01:50Z,heleonar,
231704,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T11:21:06Z,heleonar,"Fruit presence requires physical examination."
231705,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T12:14:20Z,heleonar,
231706,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T11:17:41Z,kdpearso,"Fruit presence requires physical examination."
231707,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T20:35:29Z,kdpearso,"Fruit presence requires physical examination."
231708,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T11:47:17Z,heleonar,"Fruit presence requires physical examination."
231709,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T19:47:21Z,heleonar,"Fruit presence requires physical examination."
231710,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-21T11:18:59Z,heleonar,"Fruit presence requires physical examination."
231711,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T16:41:26Z,heleonar,"Senesced flowers and fruit require physical examination."
231712,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T12:18:48Z,heleonar,
231713,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T16:44:31Z,heleonar,"Fruit presence requires physical examination."
231730,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-08-20T11:57:50Z,heleonar,"Fruit presence requires physical examination."
231737,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-06-27T17:53:41Z,heleonar,
231739,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-02-13T08:36:20Z,kdpearso,
231740,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-04-20T00:47:18Z,frankie98,
231741,"Open Flower",,present,http://purl.obolibrary.org/obo/PPO_0002327,,2020-05-31T01:52:32Z,heleonar,
